id,nazwisko,pensja,stanowisko
2760,Król,11398,Data Engineer
2761,Klimas,11849,Data Engineer
2762,Kołek,17877,DevOps Engineer
2763,Zawadzki,8185,Data Analyst
2764,Kozieł,10361,Data Analyst
2765,Jóźwiak,6391,HR Specialist
2766,Kubica,17076,Software Engineer
2767,Kuczyński,13604,Software Engineer
2768,Michalak,11084,Data Engineer
2769,Kapusta,8907,Data Analyst
2770,Mikołajczyk,13347,DevOps Engineer
2771,Staszewski,15212,Project Manager
2772,Marciniak,10249,Data Analyst
2773,Sikorski,23598,Senior Data Engineer
2774,Domagała,21061,Senior Data Engineer
2775,Zawadzki,16586,Software Engineer
2776,Komorowski,15382,Project Manager
2777,Kijek,24736,Senior Data Engineer
2778,Malec,16525,Software Engineer
2779,Kaczor,25174,Senior Data Engineer
2780,Gołąb,22253,Senior Data Engineer
2781,Madejski,10321,Data Analyst
2782,Pawłowski,12986,Project Manager
2783,Lewandowski,15074,Software Engineer
2784,Kozak,24205,Senior Data Engineer
2785,Kijek,25414,Senior Data Engineer
2786,Ziółkowski,10865,Data Engineer
2787,Olszewski,25720,Senior Data Engineer
2788,Madejski,14858,Software Engineer
2789,Brzeziński,25434,Senior Data Engineer
2790,Kamiński,9190,Software Engineer
2791,Maćkowiak,12428,Data Analyst
2792,Piotrowski,6721,HR Specialist
2793,Kuś,8603,Junior Data Engineer
2794,Mazur,12875,Data Analyst
2795,Kuczyński,7543,Junior Data Engineer
2796,Śliwa,6884,Junior Data Engineer
2797,Kostrzewa,10203,Project Manager
2798,Jarosz,17076,Senior Data Engineer
2799,Domagała,13895,Data Analyst
2800,Sawicki,12314,Data Analyst
2801,Pałka,6021,HR Specialist
2802,Guzik,17743,Software Engineer
2803,Kucharz,16696,Project Manager
2804,Woźniak,7084,HR Specialist
2805,Majchrzak,7380,Junior Data Engineer
2806,Kozłowski,7629,HR Specialist
2807,Kaczor,11660,Data Analyst
2808,Sikorski,12199,Data Analyst
2809,Strzelczyk,16577,Software Engineer
2810,Mach,18014,Senior Data Engineer
2811,Czajka,6273,Junior Data Engineer
2812,Majewski,12231,Data Analyst
2813,Dziedzic,11289,Data Engineer
2814,Żuk,24071,Senior Data Engineer
2815,Gwóźdź,13017,Data Engineer
2816,Sobczak,7136,HR Specialist
2817,Kołodziej,14168,Project Manager
2818,Głowacki,19029,DevOps Engineer
2819,Laskowski,10828,Project Manager
2820,Baranowski,10403,Software Engineer
2821,Pietrzak,21392,Senior Data Engineer
2822,Kubala,12480,DevOps Engineer
2823,Sobczak,12077,Project Manager
2824,Wójcik,17371,Software Engineer
2825,Kasprzak,17978,Software Engineer
2826,Głowacki,14268,Project Manager
2827,Strzelczyk,7288,Junior Data Engineer
2828,Szczepanik,10991,Project Manager
2829,Wójcik,24645,Senior Data Engineer
2830,Lewandowski,19902,DevOps Engineer
2831,Kulpa,7550,Junior Data Engineer
2832,Kamiński,11409,Project Manager
2833,Sobczak,19539,DevOps Engineer
2834,Kisiel,7126,HR Specialist
2835,Wróbel,14351,Software Engineer
2836,Wrona,8430,Junior Data Engineer
2837,Duda,6796,Junior Data Engineer
2838,Górecki,25089,Senior Data Engineer
2839,Kujawski,10327,Software Engineer
2840,Kowalski,14913,Project Manager
2841,Król,13498,DevOps Engineer
2842,Kucharski,12650,Project Manager
2843,Pietrzak,18086,DevOps Engineer
2844,Sroka,9620,Data Analyst
2845,Kobus,21413,Senior Data Engineer
2846,Wiśniewski,6716,HR Specialist
2847,Witkowski,7606,Junior Data Engineer
2848,Kozieł,10131,Data Analyst
2849,Zawadzki,6294,HR Specialist
2850,Staszewski,12653,Data Engineer
2851,Hajduk,11653,Data Engineer
2852,Jabłoński,10127,Data Analyst
2853,Laskowski,8952,Junior Data Engineer
2854,Malec,16532,DevOps Engineer
2855,Wrona,12025,Project Manager
2856,Klimas,19942,Senior Data Engineer
2857,Łukasik,8049,Data Analyst
2858,Kopeć,13391,Data Analyst
2859,Jabłoński,13097,Project Manager
2860,Sobolewski,14904,Software Engineer
2861,Malec,8838,Junior Data Engineer
2862,Madej,7816,HR Specialist
2863,Majewski,7207,HR Specialist
2864,Śliwa,12435,Data Analyst
2865,Jóźwiak,15073,Software Engineer
2866,Lipiński,12170,Software Engineer
2867,Majewski,8137,Data Analyst
2868,Grzelak,7333,Junior Data Engineer
2869,Kapusta,15227,Software Engineer
2870,Kuś,12818,Data Analyst
2871,Jurek,11483,DevOps Engineer
2872,Baran,6776,Junior Data Engineer
2873,Gąsior,12155,Project Manager
2874,Mikołajczyk,13738,Software Engineer
2875,Grzelak,13855,Project Manager
2876,Nowakowski,10853,Project Manager
2877,Kuś,15272,Project Manager
2878,Czajka,6930,HR Specialist
2879,Płonka,14062,DevOps Engineer
2880,Lis,12477,Data Engineer
2881,Baran,15509,Data Engineer
2882,Kujawa,11479,Data Engineer
2883,Wróblewski,7203,HR Specialist
2884,Kuśnierz,9382,Data Analyst
2885,Kępa,18658,DevOps Engineer
2886,Drzewiecki,10004,Project Manager
2887,Rutkowski,10495,Data Analyst
2888,Kot,10040,Project Manager
2889,Jurek,7931,Junior Data Engineer
2890,Leśniak,9696,Data Analyst
2891,Gruszka,12369,Data Analyst
2892,Kubat,6959,Junior Data Engineer
2893,Kwiecień,22556,Senior Data Engineer
2894,Pietrzak,11335,Software Engineer
2895,Michalski,10780,Software Engineer
2896,Płonka,14537,Data Engineer
2897,Stasiak,10720,Data Analyst
2898,Czajka,14369,Software Engineer
2899,Jurek,22041,Senior Data Engineer
2900,Kalina,15051,Data Engineer
2901,Pawłowski,11931,Software Engineer
2902,Iskra,14885,Data Engineer
2903,Nowicki,6597,Junior Data Engineer
2904,Dudek,15590,Project Manager
2905,Kowalczyk,14587,Software Engineer
2906,Krajewski,10250,Data Analyst
2907,Gruszka,13927,Data Engineer
2908,Kałuża,7319,Junior Data Engineer
2909,Łukasik,6673,HR Specialist
2910,Zięba,6870,HR Specialist
2911,Garbacz,11440,Project Manager
2912,Mróz,13759,DevOps Engineer
2913,Szulc,15451,Software Engineer
2914,Sroka,15025,Project Manager
2915,Wieczorek,13841,Data Engineer
2916,Gruszka,5301,HR Specialist
2917,Sikora,6609,HR Specialist
2918,Dąbrowski,11122,Data Analyst
2919,Michalak,15497,Project Manager
2920,Szczepański,14707,Project Manager
2921,Michalski,18603,Senior Data Engineer
2922,Konieczny,17750,DevOps Engineer
2923,Grabowski,11682,Data Analyst
2924,Janus,12308,Data Engineer
2925,Tkaczyk,7858,HR Specialist
2926,Wrona,12956,Software Engineer
2927,Jakubowski,7695,HR Specialist
2928,Szczepanik,14762,DevOps Engineer
2929,Nowak,19713,DevOps Engineer
2930,Kasperek,12431,Software Engineer
2931,Iskra,5667,HR Specialist
2932,Janicki,6405,HR Specialist
2933,Zieliński,6362,Junior Data Engineer
2934,Godlewski,8796,Junior Data Engineer
2935,Górski,16478,Project Manager
2936,Filipek,12202,Project Manager
2937,Ziółkowski,12138,Project Manager
2938,Wrona,8788,Junior Data Engineer
2939,Kotowski,12050,Data Analyst
2940,Ziółkowski,5574,HR Specialist
2941,Staszewski,12727,Project Manager
2942,Tokarz,14999,DevOps Engineer
2943,Kostrzewa,5579,HR Specialist
2944,Madejski,13683,Data Engineer
2945,Lach,6617,HR Specialist
2946,Krajewski,16420,Software Engineer
2947,Jankowski,11430,Software Engineer
2948,Morawski,12144,Project Manager
2949,Lach,12522,Data Engineer
2950,Kasprzak,19269,DevOps Engineer
2951,Zięba,16901,DevOps Engineer
2952,Malec,13867,DevOps Engineer
2953,Czajkowski,12412,Data Analyst
2954,Marciniak,12364,DevOps Engineer
2955,Dąbrowski,11761,Project Manager
2956,Jarosz,11206,DevOps Engineer
2957,Janicki,8275,Junior Data Engineer
2958,Dąbrowski,6441,Junior Data Engineer
2959,Szewczyk,7701,Junior Data Engineer
2960,Kaczmarek,17762,Software Engineer
2961,Mazur,10475,Data Analyst
2962,Kozłowski,10674,Project Manager
2963,Kisiel,14172,Data Engineer
2964,Duda,23652,Senior Data Engineer
2965,Pałka,13561,Project Manager
2966,Jóźwiak,7698,HR Specialist
2967,Lis,5660,HR Specialist
2968,Czajka,13197,Data Analyst
2969,Kaczor,15626,DevOps Engineer
2970,Staszewski,24352,Senior Data Engineer
2971,Kwiatkowski,14010,Project Manager
2972,Drzewiecki,17311,Software Engineer
2973,Kurek,7337,HR Specialist
2974,Filipek,12803,Project Manager
2975,Górski,17816,DevOps Engineer
2976,Głowacki,14853,Software Engineer
2977,Sikora,8425,Junior Data Engineer
2978,Baran,10222,Data Analyst
2979,Kosiński,5217,HR Specialist
2980,Wróblewski,16276,Project Manager
2981,Laskowski,23514,Senior Data Engineer
2982,Hajduk,14471,DevOps Engineer
2983,Jabłoński,11345,Data Engineer
2984,Nowakowski,16979,Software Engineer
2985,Maj,6766,HR Specialist
2986,Makowski,9424,Software Engineer
2987,Maćkowiak,6549,Junior Data Engineer
2988,Kędzierski,11957,Data Analyst
2989,Tkaczyk,23245,Senior Data Engineer
2990,Gruszka,6563,Junior Data Engineer
2991,Kubat,12018,Data Engineer
2992,Gwóźdź,5541,HR Specialist
2993,Kępa,7620,Junior Data Engineer
2994,Kasperek,12643,DevOps Engineer
2995,Kalina,5092,HR Specialist
2996,Ziółkowski,13473,Data Analyst
2997,Gąsior,7376,HR Specialist
2998,Kucharz,19504,DevOps Engineer
2999,Hajduk,6340,HR Specialist
3000,Kalina,7494,HR Specialist
3001,Kozłowski,7420,Junior Data Engineer
3002,Kuś,15709,Project Manager
3003,Kubala,12904,Project Manager
3004,Bieniek,7094,HR Specialist
3005,Jaworski,11245,Data Engineer
3006,Kotowski,8806,Junior Data Engineer
3007,Wojciechowski,25509,Senior Data Engineer
3008,Jaworski,12192,Project Manager
3009,Kulig,14761,Data Engineer
3010,Dąbrowski,7719,HR Specialist
3011,Sadowski,16955,DevOps Engineer
3012,Brzeziński,11762,Data Engineer
3013,Kulpa,6745,HR Specialist
3014,Grzelak,10711,Data Engineer
3015,Baran,24725,Senior Data Engineer
3016,Klimas,11569,Project Manager
3017,Mach,13169,Project Manager
3018,Jezierski,16530,Project Manager
3019,Lorenc,12315,Data Analyst
3020,Knap,17272,DevOps Engineer
3021,Krupa,16580,Software Engineer
3022,Nowakowski,5455,HR Specialist
3023,Mazur,5461,HR Specialist
3024,Maciejewski,5557,HR Specialist
3025,Mikołajczyk,17443,Software Engineer
3026,Baran,19853,Senior Data Engineer
3027,Zięba,14712,Project Manager
3028,Jurek,5362,HR Specialist
3029,Kasperek,6564,Junior Data Engineer
3030,Kobus,13423,Data Engineer
3031,Tokarz,10784,Data Analyst
3032,Hajduk,11624,Data Analyst
3033,Nowakowski,21982,Senior Data Engineer
3034,Głowacki,6002,HR Specialist
3035,Bąk,23207,Senior Data Engineer
3036,Zając,11904,Software Engineer
3037,Janicki,23554,Senior Data Engineer
3038,Kasprzak,7891,Junior Data Engineer
3039,Kapusta,15167,DevOps Engineer
3040,Tokarz,12207,Data Engineer
3041,Sobolewski,5703,HR Specialist
3042,Róg,15014,DevOps Engineer
3043,Płonka,19739,DevOps Engineer
3044,Łuczak,19955,Senior Data Engineer
3045,Kozieł,7531,HR Specialist
3046,Kuciński,6744,Junior Data Engineer
3047,Kaczmarek,8368,Junior Data Engineer
3048,Nowicki,8580,Junior Data Engineer
3049,Kostrzewa,17666,Senior Data Engineer
3050,Nowakowski,6094,Junior Data Engineer
3051,Włodarczyk,7200,Junior Data Engineer
3052,Kujawski,12393,Project Manager
3053,Prus,9724,Software Engineer
3054,Michalak,16624,Software Engineer
3055,Szymański,24576,Senior Data Engineer
3056,Guzik,5962,HR Specialist
3057,Kosowski,6265,Junior Data Engineer
3058,Krajewski,12080,Software Engineer
3059,Zięba,5758,HR Specialist
3060,Hajduk,10302,Data Analyst
3061,Zieliński,23394,Senior Data Engineer
3062,Maciejewski,16656,Software Engineer
3063,Jasiński,12897,Project Manager
3064,Wojciechowski,7549,Junior Data Engineer
3065,Dudek,25320,Senior Data Engineer
3066,Tomaszewski,15136,Project Manager
3067,Idzik,12555,Data Analyst
3068,Chmielewski,9646,Software Engineer
3069,Kupiec,25596,Senior Data Engineer
3070,Zieliński,15166,Project Manager
3071,Głowacki,10726,Data Analyst
3072,Kujawa,15875,Software Engineer
3073,Kuciński,18234,DevOps Engineer
3074,Konieczny,24830,Senior Data Engineer
3075,Wróbel,7647,Junior Data Engineer
3076,Wójcik,12257,Software Engineer
3077,Kogut,13447,Project Manager
3078,Hajduk,12220,Software Engineer
3079,Wasilewski,14162,Software Engineer
3080,Maj,12815,Data Analyst
3081,Strzelczyk,23954,Senior Data Engineer
3082,Baranowski,5556,HR Specialist
3083,Wieczorek,16255,DevOps Engineer
3084,Bednarek,10293,Data Engineer
3085,Kuc,8087,Data Analyst
3086,Furman,12256,DevOps Engineer
3087,Jarosz,11574,Project Manager
3088,Szewczyk,9950,Data Analyst
3089,Karpiński,7636,Junior Data Engineer
3090,Kot,8146,Junior Data Engineer
3091,Klimek,20459,Senior Data Engineer
3092,Kucharski,8915,Junior Data Engineer
3093,Wieczorek,6834,HR Specialist
3094,Szczepański,20789,Senior Data Engineer
3095,Baran,16391,DevOps Engineer
3096,Kwiecień,16364,Project Manager
3097,Strzelczyk,8622,Junior Data Engineer
3098,Szulc,12133,Data Engineer
3099,Kowalczyk,10471,Data Engineer
3100,Witkowski,15845,Project Manager
3101,Płonka,6843,Junior Data Engineer
3102,Róg,8299,Junior Data Engineer
3103,Kuciński,12311,Data Analyst
3104,Jarosz,8943,Junior Data Engineer
3105,Kozłowski,6864,Junior Data Engineer
3106,Mach,8442,Junior Data Engineer
3107,Król,8457,Junior Data Engineer
3108,Lasota,7174,Junior Data Engineer
3109,Gąsior,15652,Project Manager
3110,Jabłoński,9305,Software Engineer
3111,Kubiak,25140,Senior Data Engineer
3112,Zając,13393,Software Engineer
3113,Godlewski,10212,Software Engineer
3114,Jasiński,19745,DevOps Engineer
3115,Kasprzak,11479,Software Engineer
3116,Olszewski,12830,DevOps Engineer
3117,Walczak,5872,HR Specialist
3118,Woźniak,23745,Senior Data Engineer
3119,Kalina,7207,HR Specialist
3120,Tomaszewski,18318,DevOps Engineer
3121,Tomaszewski,9989,Data Analyst
3122,Jasiński,12163,Software Engineer
3123,Kubica,12240,Project Manager
3124,Stępień,16482,Project Manager
3125,Konieczny,11836,Project Manager
3126,Małecki,11512,Project Manager
3127,Koral,5817,HR Specialist
3128,Gąsior,7943,HR Specialist
3129,Lach,16963,Project Manager
3130,Stasiak,13220,Data Analyst
3131,Kot,18971,Senior Data Engineer
3132,Kołek,11129,DevOps Engineer
3133,Tomaszewski,5906,HR Specialist
3134,Karaś,7219,HR Specialist
3135,Jóźwiak,7957,HR Specialist
3136,Lipski,8928,Junior Data Engineer
3137,Hajduk,14846,DevOps Engineer
3138,Kulpa,9534,Software Engineer
3139,Michalski,6584,Junior Data Engineer
3140,Bieniek,20100,Senior Data Engineer
3141,Lorenc,15618,Project Manager
3142,Sobczak,17882,DevOps Engineer
3143,Olszewski,23621,Senior Data Engineer
3144,Maj,12675,DevOps Engineer
3145,Sobolewski,7161,Junior Data Engineer
3146,Jasiński,7232,HR Specialist
3147,Kuczyński,13557,Data Engineer
3148,Idzik,8322,Junior Data Engineer
3149,Jankowski,18959,DevOps Engineer
3150,Lasota,14754,Project Manager
3151,Janicki,20337,Senior Data Engineer
3152,Lewandowski,13693,Data Analyst
3153,Idzik,12394,Data Analyst
3154,Wieczorek,14141,Software Engineer
3155,Bąk,17163,Software Engineer
3156,Szczepanik,21871,Senior Data Engineer
3157,Włodarczyk,16678,Project Manager
3158,Jankowski,9556,Software Engineer
3159,Kisiel,17298,Software Engineer
3160,Sobolewski,6199,HR Specialist
3161,Chmielewski,8651,Junior Data Engineer
3162,Godlewski,7460,Junior Data Engineer
3163,Kostrzewa,16466,Project Manager
3164,Drzewiecki,15523,Data Engineer
3165,Garbacz,7692,HR Specialist
3166,Kozieł,6385,Junior Data Engineer
3167,Płonka,14268,DevOps Engineer
3168,Karaś,15164,Software Engineer
3169,Kogut,11282,Project Manager
3170,Majewski,12064,Software Engineer
3171,Sroka,11541,Data Analyst
3172,Mróz,9935,Data Analyst
3173,Wójcik,14298,DevOps Engineer
3174,Madejski,15521,Data Engineer
3175,Róg,16760,Project Manager
3176,Skiba,18718,Senior Data Engineer
3177,Mazur,8730,Data Analyst
3178,Tokarz,17898,Senior Data Engineer
3179,Furman,12989,Software Engineer
3180,Grzelak,13153,Project Manager
3181,Kisiel,8791,Data Analyst
3182,Mikołajczyk,6098,HR Specialist
3183,Duda,12801,Data Analyst
3184,Drzewiecki,13506,Software Engineer
3185,Kuś,14986,Data Engineer
3186,Kubat,16868,Software Engineer
3187,Jabłoński,14305,Project Manager
3188,Iskra,13851,Project Manager
3189,Ziółkowski,13912,Data Engineer
3190,Adamczyk,8076,Junior Data Engineer
3191,Lipiński,12125,Data Analyst
3192,Klimek,13487,Project Manager
3193,Sroka,10148,Data Analyst
3194,Makowski,9510,Data Analyst
3195,Małecki,22504,Senior Data Engineer
3196,Baran,8024,Junior Data Engineer
3197,Godlewski,6641,HR Specialist
3198,Janus,6767,HR Specialist
3199,Kulig,8795,Junior Data Engineer
3200,Mikołajczyk,14718,Project Manager
3201,Kopeć,16860,Software Engineer
3202,Górecki,11622,Software Engineer
3203,Dudek,15828,DevOps Engineer
3204,Pałka,5563,HR Specialist
3205,Kujawski,12196,Software Engineer
3206,Sobczak,10877,Data Engineer
3207,Kuciński,10547,Data Analyst
3208,Ostrowski,7545,HR Specialist
3209,Maciejewski,23201,Senior Data Engineer
3210,Sroka,14959,Project Manager
3211,Zięba,18559,Senior Data Engineer
3212,Marciniak,10409,Data Engineer
3213,Drzewiecki,14229,DevOps Engineer
3214,Jarosz,25292,Senior Data Engineer
3215,Kosiński,12703,Data Engineer
3216,Kuciński,6019,HR Specialist
3217,Jasiński,16745,Software Engineer
3218,Kot,15225,Data Engineer
3219,Szymański,16270,Project Manager
3220,Kuczyński,16308,Project Manager
3221,Kijek,7197,Junior Data Engineer
3222,Kijek,19058,DevOps Engineer
3223,Kmiecik,24298,Senior Data Engineer
3224,Janicki,8595,Junior Data Engineer
3225,Mikołajczyk,14324,Data Engineer
3226,Jóźwiak,13080,Software Engineer
3227,Szymański,25762,Senior Data Engineer
3228,Wójcik,10857,Data Engineer
3229,Lis,19315,DevOps Engineer
3230,Kuciński,12031,DevOps Engineer
3231,Krakowiak,14647,Project Manager
3232,Kowalski,23050,Senior Data Engineer
3233,Łukasik,13599,Data Analyst
3234,Prus,13445,Data Analyst
3235,Mróz,16633,DevOps Engineer
3236,Kostrzewa,8117,Data Analyst
3237,Lipski,6215,Junior Data Engineer
3238,Adamczyk,13980,Data Analyst
3239,Stasiak,15765,Data Engineer
3240,Szymański,16810,DevOps Engineer
3241,Michalski,16475,Software Engineer
3242,Janicki,17410,Senior Data Engineer
3243,Kulig,15641,Data Engineer
3244,Stępień,17978,DevOps Engineer
3245,Kotowski,9710,Data Analyst
3246,Lach,14788,DevOps Engineer
3247,Kuśnierz,11549,Data Engineer
3248,Stępień,17863,DevOps Engineer
3249,Idzik,17948,Senior Data Engineer
3250,Zawadzki,11909,Project Manager
3251,Komorowski,14064,Data Engineer
3252,Kucharski,8706,Data Analyst
3253,Kmiecik,13619,Data Analyst
3254,Gołąb,6583,Junior Data Engineer
3255,Kulig,13320,Data Engineer
3256,Szulc,13506,Software Engineer
3257,Malinowski,7260,Junior Data Engineer
3258,Kijek,14848,Project Manager
3259,Mróz,10443,Data Analyst
3260,Sawicki,22718,Senior Data Engineer
3261,Baranowski,19527,Senior Data Engineer
3262,Bąk,8797,Junior Data Engineer
3263,Wieczorek,6446,Junior Data Engineer
3264,Górski,5663,HR Specialist
3265,Garbacz,17426,DevOps Engineer
3266,Morawski,11949,Software Engineer
3267,Kowalczyk,12150,Software Engineer
3268,Stasiak,7021,HR Specialist
3269,Janus,10468,Software Engineer
3270,Wójcik,14584,Data Engineer
3271,Witkowski,14023,Software Engineer
3272,Jóźwiak,6063,HR Specialist
3273,Żuk,7061,HR Specialist
3274,Róg,11948,Data Analyst
3275,Lasota,13352,Data Analyst
3276,Zając,12967,Data Analyst
3277,Chmielewski,17529,Senior Data Engineer
